link,site,category,article,article_date,verbs,quantity,quantity_value,quantity_measure,quantity_unit_weight(kgs),quantity_total_weight(kgs),case,location,district,crime,no_offenders
https://www.nyasatimes.com/police-nab-two-men-for-smuggling-malawi-hemp-to-mozambique/,www.nyasatimes.com,Cannabis,"Police nab two men for smuggling Malawi Hemp to MozambiqueJanuary 8, 2019 George Mponda- Mana 11 CommentsMalawi Police in Dedza have arrested two men for allegedly possessing cannabis sativa which they wanted to illegally smuggle to Mozambique.
A bale of the smuggled chamba
According to Dedza Police Deputy Spokesperson, Constable Cassim Manda, the two have been identified as Fungai Barai, 32 years of Mozambican nationality and Mafosha Banda, 35 of Matunduluzi village, Traditional Authority (T/A) Kawamba in Kasungu district.
Manda said the two suspects were arrested at Sukwasukwa in the district by police officers who were on patrol.
“As police officers were conducting patrols in the area, they came across a motor vehicle registration number NU676 parked along the dusty road. Upon searching the vehicle they discovered a bag of cannabis sativa,” he said.
Police later confiscated the bag and they have since taken the two suspects into custody at Dedza police station.
The two suspects will answer the charge of being found in possession of cannabis sativa as stipulated in section 4 sub section (a) as read with regulation 19 sub section 1 of the Dangerous Drugs Act.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hemp",08/01/2019,"nab, smuggle, arrest, possess, want, smuggle, smuggle, accord, identify, say, arrest, conduct, come, park, search, discover, say, confiscate, take, answer, find, stipulate, read, care",,,,,,,,,,
https://www.nyasatimes.com/man-arrested-for-cultivaging-indian-hemp/,www.nyasatimes.com,hemp,"Man arrested for cultivaging Indian hempNovember 8, 2018 Chifundo Nedi -Mana 6 CommentsMalawi Police in Lilongwe Mhave arrested a 41 year old man, Patrick Biyeni for cultivating Indian hemp locally known as Chamba in his farm in Area 10 which made a body of land cruiser full after Police uprooted it.
Biyeni arrested ofr cultivating hemp
According to Central Region Police Public Relations Officer (PRO), Nolliettie Chimala, Police received the information from members of the community that the suspect cultivates Indian hemp in his farm found along the stream of Kamanthongo which is between Areas 10 and 43 in the city.
She added that the suspect mixed the plant with maize, cassava, onions, beans, green pepper and assorted vegetables in order to trick the public.
“Upon following the report we received from the members of the community, Police rushed to the scene and managed uproot the plant and arrest the suspect,” the PRO said.
Chihana urged the public to continue providing them with such kind of information about people who may be seen possessing, cultivating and selling the substance because criminals always live in our communities.
The suspect is pending court proceedings to answer charges of illegal cultivation of Indian hemp which Contravenes Regulation 6A as read with 19 of Dangerous Drug Act.
Biyeni hails from Nenekeza Village, Traditional Authority (TA) Kwataine, in Ntcheu district.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hemp",08/11/2018,"arrest, cultivage, arrest, cultivate, know, make, uproot, arrest, cultivate, accord, receive, cultivate, find, add, mix, trick, follow, receive, rush, manage, uproot, arrest, say, urge, continue, provide, see, possess, cultivate, sell, live, pende, answer, read, hail, care",,,,,,,,,,
https://www.nyasatimes.com/3-mzimba-elderly-chamba-farmers-freed-by-court-after-pleading-guilty/,www.nyasatimes.com,chamba,"3 Mzimba elderly Chamba farmers freed by court after pleading guiltyApril 27, 2018 Chancy Sibande –Mana 5 CommentsMzimba First Grade Magistrate Court HAS set free three senior citizens on the basis of old age after pleading guilty to the charge of cultivating Indian Hemp locally known as chamba in the district.
Why me? Chamba farmer
Lyton Lunda, 91, his two sons Nervason, 74, and Alufeyo, 61, were arrested Thursday last week at Nthapangwa Lunda Village, T/A Kampingo Sibande in the district.
On Monday, police prosecutor Sergeant Snowden Chimombo told the court that the three were arrested following a tip by one of the members in the village.
“The police uprooted about 300 plants of cannabis which were found in their garden. The hemp was taken to Lunyangwa research station where it was tested and weighed 456 kilograms, including stems, seeds and roots,” Chimombo said.
The Lundas pleaded guilty to the charge of violating regulation 6(1) as read with 19(1) of the Dangerous Drugs Act and were subsequently convicted.
Chimombo said though they were all first offenders and aged, there was need for a stiffer punishment to serve as a lesson to other ganja farmers in the district.
“The convicts are old people who are responsible in society. The first accused is the village headman which means he was supposed to act responsibly and be exemplary to young ones,” he said.
In mitigation, they all pleaded with the court to exercise leniency saying they are aged and responsible for orphans.
They further promised the court never to engage in Marijuana farming again.
In his ruling, First Grade Magistrate George Longwe told the court that the offence is very serious and needed a stiffer penalty.
He, however, said the court considered charging them using section 340 of the Criminal Procedure and Evidence Code.
According to the section, for first offenders, before imposing a prison sentence, a court must, by a process of elimination, rule out that a non-custodial sentence is not the proper way of dealing with the offender.
In deciding that question, the section further says the sentencing court may regard the youth, old age, character, home surroundings, health or mental condition of the accused, among other factors.
“The offense is very serious, but these are first offenders, and elderly; the oldest being 91 and the youngest being 61. In addition, they have repented that they will not do it again,” Longwe said.
He, therefore, used section 337(1) of the Criminal Procedure and Evidence Code and discharged them on condition that they should not committee any offence within 12 months.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hemp",27/04/2018,"free, plead, set, plead, cultivate, know, arrest, tell, arrest, follow, uproot, find, take, test, weigh, include, say, plead, violate, read, convict, say, age, be, serve, accuse, mean, suppose, act, say, plead, exercise, say, promise, engage, farm, tell, need, say, consider, charge, use, accord, impose, rule, deal, decide, say, regard, accuse, repent, do, say, use, discharge, committee, care",456 kilograms,456,kgs,,,,,,Farming,3
https://www.nyasatimes.com/malawi-army-soldier-arrested-possessing-indian-hemp/,www.nyasatimes.com,hemp,"Malawi army soldier arrested for possessing Indian hempApril 6, 2018 Wanga Gwede- Nyasa Times 6 CommentsA Malawi Defence Force (MDF) soldier Akex Kanjanga  has been arrested by police for allegedly being found in possession of 16 plastic bags of Indian Hemp.
Indian hemp’s narcotic relative, also known to users as Malawi gold, is so popular
Kanjanga, who is based at Engineering Battalion in Kasungu, was arrested  at Thavite Trading Centre in Salima at the weekend where police officers mounted a roadblock along the lakeshore road.
Central Region police spokesman Nolliettie Chihana Chimala confirmed the arrest.
“In the course of searching passengers’ bags, police found 16 plastic bags and one plastic bag of Indian hemp  seeds in the suspect’s travel bag. He was arrested immediately,” Chimala said.
The police spokeswoam said a smaple of the Indian hemp will be sent to Chitedze Research Station for examination and analysis.
Kanjanga, 23, will appear in court soon to answer the charge of being foudnin possession of Indian hemp without a licence, according to police.
The solider comes from Msongola Village, Traditional  Authority Kwataine in Ntcheu District.
Police also arrested Laurent Medson Tambala, 30, for being found with 11 platsic bags of Indian hemp.
Tambala comes from Kapangalika Village,  T/A Khongoniu in Lilongwe District.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hempMalawi Defence Force",06/04/2018,"arrest, possess, arrest, find, know, base, arrest, mount, confirm, search, find, arrest, say, say, send, appear, answer, accord, come, arrest, find, come, care",,,,,,,,,,
https://www.nyasatimes.com/man-arrested-cultivating-chamba/,www.nyasatimes.com,Cannabis,"Man arrested for cultivating ChambaJanuary 11, 2018 Daniel Namwini –Mana Be the first to commentLilongwe police Tuesday arrested a 63 year old man, Stafford Phalombe for cultivating, possessing and selling cannabis sativa locally known as Chamba.
Indian hemp’s narcotic relative, also known to users as Malawi gold, is so popular
According to Central Region Police Public Relations Officer, Nolliettie Chimala said police received a tip off from well-wishers that the suspect was cultivating the prohibited plant behind his house at Mtsiriza Township in Area 47 in Lilongwe.
“Upon receipt of the information, Crime Investigation Department officers from central Region Police Headquarters and Lilongwe police station rushes to the scene, four plants of cannabis were uprooted and the owner was instantly arrested,” she explained.
Currently, Phalombe who hails from Kapakasa Village in the Traditional Authority Mlumbe, in Zomba district is in police custody pending court to answer charges of illegal cultivation of cannabis sativa which is Contravenes Regulation 6A as read with 19 of Dangerous Drug Act.
Police in Dedza have arrested a 53 year old, Moses Wailesi from Mnthala Village, Traditional Authority Kaphuka, Dedza for the similar offence.
The suspect was found with 2 kilogrammes of loose cannabis sativa in his house and 70 plants of the weed.
“The police have uprooted the plants and arrested the suspect on the spot,” Chimala told Mana.
In a related development, 130 plants of Indian hemp belonging to Chisomo Jester aged 23, have been uprooted at Chimbaka Village, Traditional Authority Nthondo in Dedza.
The owner of the plants was arrested and he is in police custody pending court.
Police are appealing to the public to continue providing them with information which could lead to apprehend as many people as possible who may be seen cultivating, possessing and selling the prohibited plant.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hemp",11/01/2018,"arrest, cultivate, arrest, cultivate, possess, sell, know, know, accord, say, receive, cultivate, prohibit, rush, uproot, arrest, explain, hail, pende, answer, read, arrest, find, uproot, arrest, tell, belong, age, uproot, arrest, pende, appeal, continue, provide, lead, apprehend, see, cultivate, possess, sell, prohibit, care",2 kilogrammes,,,,,,,Lilongwe City,Farming,1
https://www.nyasatimes.com/court-fines-mangochi-man-k100-000-cultivating-chamba/,www.nyasatimes.com,chamba,"Court fines Mangochi man K100 000 for cultivating chambaJanuary 7, 2018 Marvelous Zinga -Mana Be the first to commentMangochi First Grade Magistrate’s Court has convicted and ordered James Lucius to pay a fine of K100 000 or in default serve 36 months imprisonment with hard labour for cultivating Indian hemp (chamba).
Mangochi Police Station prosecution witness, Constable Augustine Kagwira told the court that on December 22 at around 7:00 PM the police received a tip–off from the community that the accused person had cultivated Indian hemp in his maize garden.
“The police immediately after receiving the tip rushed to the scene and found two nursery beds of the prohibited plant each bed measuring two and a half metres,” Kagwira told the court.
Lucius was arrested and the illicit seedlings which had reached transplanting stage were uprooted and tendered in court as part of evidence.
The accused pleaded guilty and admitted to the charge laid against him. In mitigation, Lucius pleaded for a lenient punishment, claiming that he looks after a big family.
However, state prosecutor pleaded for a stiffer penalty to deter others from committing a similar offence in future.
Passing sentence, First Grade Magistrate, Ronald M’bwana concurred with the state and sentenced Lucius to pay K100,000 fine or to serve 36 months imprisonment with hard labour on the same grounds of sending a strong warning to would–be offenders.
Lucius, 34, was at the time of compiling this report still behind bars for failing to pay the fine ordered by the court.
The convict hails from Kunsauka Village in the area of Traditional Authority Mponda in Mangochi.
Cultivation of Indian hemp is contrary to Regulation 6 of Dangerous Drugs Act as read with Section 19 of the same
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hemp",07/01/2018,"cultivate, convict, order, pay, serve, cultivate, tell, receive, accuse, cultivate, receive, rush, find, prohibit, measure, tell, arrest, reach, transplant, uproot, tender, accuse, plead, admit, lay, plead, claim, look, plead, deter, commit, pass, concur, sentence, pay, serve, send, compile, fail, pay, order, hail, read, care",,,,,,,,,,
https://www.nyasatimes.com/driver-abandons-vehicle-full-indian-hemp/,www.nyasatimes.com,hemp,"Driver abandons vehicle full of Indian hempDecember 17, 2017 Anjoya Mwanza – Mana 2 CommentsNkhunga Police in Nkhotakota are looking for an unknown driver who  abandoned a Nissan Tiida registration number MC 5047 with 20 bags of stuff suspected to be Indian hemp.
The abandoned vehicle
Bags of chamba found in the car
Public Relations Officer (PRO) for Nkhunga Police Station’s, Ignatius Esau confirmed  they have so far recovered the 20 bags of suspected cannabis sativa and the motor vehicle.
“We received a tip from members of the general public that there was a motor vehicle plunged into Illovo Forest, a certain idle land within Dwangwa Estate, for about three hours.
“Following the tip from members of the general public, police on December 14 intercepted the said motor vehicle inside Illovo Forest in Dwangwa where it was parked,” he said.
According to documents on the vehicle, the car belongs to a Mr Hasaan Mussa.
Police have since commended communities around Dwangwa for partnering with them in the process to prevent and reduce crime in the area.
In a related development, an unknown woman was on Friday found gruesomely murdered and dumped by unidentified assailants in Bua River at Chidzuma Village, Traditional Authority Mphonde in the same district (Nkhotakota).
Nkhotakota Police Deputy Public Relations Officer (PRO) Paul Malimwe confirmed the development, saying the deceased was aged between 28 and 30 years old.
The deputy publicist explained that the dead body was found in a decomposed state with chopped left breast and several deep cuts in the head, hands and both legs.
Malimwe said postmortem at Nkhotakota District Hospital revealed the death was due to loss of blood following the cuts the deceased sustained.
Meanwhile, Police have instituted an investigation to bring to book suspects involved in the murder.
“We therefore ask the general public to assist where possible with any information which can lead to the arrest of the suspects,” said Malimwe.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hemp",17/12/2017,"abandon, look, abandon, suspect, abandon, find, confirm, recover, suspect, receive, be, plunge, follow, intercept, say, park, say, accord, belong, commend, partner, prevent, reduce, find, murder, dump, confirm, say, age, explain, find, chop, leave, say, reveal, follow, sustain, institute, bring, involve, ask, assist, lead, say, care",,,,,,,,,,
https://mwnation.com/mra-chases-arrests-driver-68-bags-chamba/,mwnation.com,chamba,"MRA chases, arrests driver with 68 bags of ‘chamba’by Sam Chunga 07/12/2017 in National News 2 min read
0  Driver Noel Banda may have thought he was pulling a fast escape when he crashed through a special road block set up by Malawi Revenue Authority (MRA) and police officers near Madisi in Dowa at around 1am last Thursday.
But it took only a few minutes for him to realise that his game was almost over, as the officers jumped into their vehicle and gave chase to his Toyota Dyna van registration BLK 4690.
Police intercept chamba transporters in this file photograph
After a five-kilometre chase, the officers had cornered Banda to a stop. When Banda initially responded that he was carrying stationery from Mzuzu to Lilongwe, the officers expressed reservations even before they inspected the load locked away in the van.
That is how the officers found, and impounded, 68 bags of suspected Indian hemp (chamba). There was no stationery found.
MRA, which sets up such patrols based on intelligence information that illicit goods are transported in the wee hours of the night in certain ‘porous’ areas, handed over the suspected chamba to  Lilongwe Police Station on Monday morning.
Lilongwe Police Station spokesperson Kingsley Dandaula said samples of the haul will be sent to Chitedze Research Station for analysis before a charge can be pressed against Banda, who is being kept at the station’s cells.
Dandaula praised MRA for their innovative special patrols nationwide which he said are helping the Malawi Police Service (MPS) in clamping down on criminal activities.
MRA head of corporate affairs Steve Kapoloma yesterday saluted the police for helping his organisation to put a stop to the movement of illicit goods.
“Our special patrols, which also target border areas where Indian hemp and other drugs may be easily moved in or outside Malawi through uncharted routes, have proved very successful. This latest catch is proof that we need to work harder in securing our roads and our nation,” he said. n",07/12/2017,"driver, read, think, pull, crash, set, take, realise, jump, give, intercept, corner, respond, carry, express, inspect, lock, find, impound, suspect, be, find, set, base, transport, hand, suspect, say, send, press, keep, praise, say, help, clamp, salute, help, put, target, move, prove, need, work, secure, say",five-kilometre,68,bags,,,,,Dowa,Farming,1
https://mwnation.com/forestry-department-destroys-chamba-planted-reserve/,mwnation.com,chamba,"Forestry Department destroys chamba planted in reserveby Davie mchinga 31/10/2017 in National News 2 min read
0  Nkhotakota Forestry Department on Saturday made a surprise raid in Dwambazi Forest Reserve where they destroyed Indian hemp and other crops planted by encroachers.
Similar attempts to drive out the encroaching communities, particularly from traditional authorities Kanyenda and Kafuzira, have proven futile as encroachers continue breaking new ground.
A forestry officer slashes chamba and beans
The operation, jointly conducted with armed game rangers from African Parks which is managing Nkhotakota Wildlife Reserve under a 20 year-long concession in a public private partnership arrangement, saw hundreds of hectares of Indian hemp, commonly called chamba, being destroyed while other crops such as beans, soya beans and maize were also slashed down.
In an interview after the exercise, district forestry officer George Ziphophe said he is not happy with the rate at which the forest is fast being turned into a hotspot for chamba cultivation.
He said the forest is being targeted for cultivation because of its fertile soils.
“There are a number of factors that compel these people to encroach into the forest. One such factor is fertility. The soils are very rich in mineral salts, hence, they do cultivate without fertiliser.
“Additionally, the moisture content is good such that they do farm in summer. But we cannot condone such illegal practice to prevail. We will take them head on,” he said.
According to a 2009 Nkhotakota District Social Profile, the 36 600 hectare forest reserve, which was gazetted in 1996, had 145 encroaching households that occupied about 283 hectares.
Dwambazi Forest Reserve is one of the largest water catchment areas where rivers such as Dwambazi, Mkoma, Khuyu, Luluzi, and Chiphumbulu. n",31/10/2017,"destroy, plant, read, make, destroy, plant, drive, encroach, prove, continue, break, slash, conduct, manage, see, call, destroy, soya, slash, say, turn, say, target, be, compel, encroach, cultivate, do, condone, prevail, take, say, accord, gazette, have, encroach, occupy",about 283 hectares,,,,,,,Nkhotakota,Farming,
https://www.mwnation.com/man-arrested-cultivating-hemp/,www.mwnation.com,hemp,"Man arrested for cultivating hempby Richard Folokiya 31/10/2017 in National News 1 min read
0  Kanengo Police Station has arrested a 33-year-old man for cultivating Indian hemp at Kamange Village along the banks of Mtedza River in Lilongwe.
The suspect, identified as Christopher Chagazika, was arrested on Thursday after Kanengo Police Station criminal investigation department CID) officers raided the farm where the hemp was cultivated alongside maize, according to the station’s spokesperson Laban Makalani.
Chagazika poses with the uprooted hemp
He said the investigation team uprooted more than 500 plants of Indian hemp from the field.
“When the team uprooted the weed, they sent it to Chitedze Research Station for examination while Chagazika was put in custody waiting to appear before court soon after getting the results from Chitedze Research Station. He is expected to answer a case of cultivating Indian hemp contrary to Regulation 6 of the Dangerous Drugs Act,” said Makalani.
Chagazika comes from Kamange Village in Traditional Authority Chitukula in Lilongwe. n",31/10/2017,"arrest, cultivate, read, arrest, cultivate, identify, arrest, raid, cultivate, accord, pose, say, uproot, uproot, send, put, wait, appear, get, expect, answer, cultivate, say, come",,,,,,,,,,
https://mwnation.com/government-scale-industrial-hemp-trials/,mwnation.com,hemp,"Government to scale up industrial hemp trialsby George Singini 28/09/2017 in National News 2 min read
0Following successful industrial hemp trials at Chitedze Research Station in Lilongwe, government has approved to have the trials conducted in other environments.
The station has so far tested 10 varieties acquired from Europe, China and Australia to assess if they have low levels of the substance that drive people crazy when they smoke marijuana. The trials, which started in 2015, are expected to end this year.
Speaking during presentation of the findings at this year’s annual review and planning meeting in Mzuzu on Tuesday, Department of Agriculture Research Services (Dars) chief scientist Laurent Pungulani said the trials have established that the varieties have lower levels of the substance compared to the limit set by the international community.
He said following the Chiteze Research Station trials, Dars has given the go-ahead to have the varieties tested in other places.
“I have in mind Chitala Research Station which has a completely different environment from Chitedze because it is very hot. Probably, we will have to have another trial where temperatures are low and a good example could be Bvumbwe Research Station because it is cooler and receives high rainfall,” said Pungulani.
InveGrow director Tanya Clarke, whose company is a stakeholder in the trials, said some foreign investors are already inquiring about the industrial hemp although some are confusing it with marijuana.
“We are getting a lot of interest coming our way from international investors, but there is still confusion on marijuana and industrial hemp. We are now explaining this to international companies and making sure that they are not thinking that it is marijuana,” she said.",28/09/2017,"scale, read, 0followe, approve, have, conduct, test, acquire, assess, have, drive, smoke, start, expect, end, speak, say, establish, have, compare, set, say, follow, give, have, test, have, have, have, have, receive, say, say, inquire, confuse, get, come, be, explain, make, think, say",,,,,,,,,,
https://mwnation.com/man-nabbed-possessing-chamba/,mwnation.com,chamba,"Man nabbed for possessing chambaby Nation Online 25/07/2017 in National News 1 min read
0Share on Facebook
Share on Twitter
Share on WhatsApp
Share on Linkedin
Linkedin
Share via Email
Police in Machinga are keeping in custody Mphatso Mlozolo, 30, for being found in possession of cannabis sativa commonly known as chamba.
In an interview, Machinga Police Station spokesperson Davie Sulumba said on July 23 2017, police at Machinga Roadblock intercepted a minibus driven by Harris Maseya.
Mphatso Mlozolo captured with
chamba in his hand
He said they found two travelling bags containing eight five kilogramme packets of chamba.
“When we quizzed him about the owner, he admitted that the substance was his. The cannabis sativa was seized pending examination at Bvumbwe Research Station in Thyolo,” said Sulumba.
He said two weeks ago, the driver was also arrested for carrying a passenger who had chamba.
Mlozolo comes from Mbapi Village, Traditional Authority (T/A) Nankumba in Mangochi while Maseya comes from Kuntaja Village, T/A Kuntaja in Blantyre. n",25/07/2017,"nab, possess, read, keep, find, know, say, intercept, drive, capture, say, find, travel, contain, quiz, admit, seize, pende, say, say, arrest, carry, have, come, come",five kilogramme,8,bags,5,,,,Machinga,Transporting,1
https://www.nyasatimes.com/chamba-traffickers-arrested-vehicle-broke/,www.nyasatimes.com,Cannabis,"Chamba traffickers arrested after vehicle broke downJune 23, 2017 Maurice Nkawihe- Nyasa Times, Be the first to commentTwo people are in police custody in Ntcheu district after they were found with 42 plastic paper bags full of cannabis sativa commonly known as Chamba.
Indian hemp’s narcotic relative, also known to users as Malawi gold, is so popular
The two, 38-year-old John Chinyama and Idani Phiri 19 years old, were arrested at Mapira Trading Centre few kilometers from Lizulu Trading Centre along Lilongwe-Blantyre M1road.
Ntcheu police Public Relations Officer, Hastings Chigalu said the suspects were arrested by patrol officers.
“Our officers were patrolling along the  M1 road between Tsangano turn-off and Lizulu Trading Centre, and upon reaching Mapira trading centre , they found a dark blue Nissan Tiida registration number NS 6328 that was on break down,” explained Chigalu.
He added: “Considering that motorists have been attacked of late on this road, the officers stopped to assist them. While in the process of assisting them, it’s when they discovered that the vehicle was carrying the illicit drug.”
The suspects were on transit from Dwangwa to Mulanje district.
“They were arrested, the drug seized and the vehicle was impounded.”
Meanwhile, the marijuana has been sent to Chitedze Research Station for examination.
Chinyama hails from Kondamiri village, T/A Kanyenda while Phiri hails from Kalimukhola village, Traditional Authority Kanyenda in Nkhotakota district.
They will appear in court soon to answer on the charge of being found in possession of Cannabis Sativa contrary to Regulation 4 (a) as read with section 19 of Dangerous Drugs Act.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hemp",23/06/2017,"arrest, break, find, know, know, arrest, say, arrest, patrol, reach, find, explain, add, consider, attack, stop, assist, assist, discover, carry, arrest, seize, impound, send, hail, hail, appear, answer, find, read, care",,,,,,,,,,
https://www.nyasatimes.com/kasungu-man-fined-k150-000-found-indian-hemp/,www.nyasatimes.com,hemp,"Kasungu man fined K150, 000 for being found with Indian hempJune 9, 2017 Thokozire Kadzakumanja- Mana Be the first to commentKasungu First Grade Magistrate Court has fined Patrick Phiri, 47, MK150, 000 or in default serve a 12 months jail term for being found guilty of possessing Indian hemp.
Chamba convict
Phiri was arrested on 23rd May at Chisazima Roadblock where he was found with three bags of Indian hemp which he had mixed with charcoal.
During court hearing on Wednesday, Prosecutor Sergeant Thokozani Juziwell requested the State to give Phiri a stiff sentence in order to deter would be offenders.
“If such cases are to be reduced, perpetrators like Phiri should be given stiff sentences,” said Juziwell.
In mitigation, Phiri who pleaded guilty to the charge asked the court for leniency claiming it was the first time for him to be in conflict with the law.
Concurring with Juziwell, Kasungu First Grade Magistrate, Damiano Banda said; “If dangerous drugs like Indian hemp are not guarded, it would be a threat to the society especially young people.”
Banda, therefore ordered Patrick Phiri to pay a fine of MK150, 000 or in default go to prison for 12 months with hard labour.
Phiri hails from Sauya Village, Traditional Authority Nankumba in Mangochi district.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hempKasungu",09/06/2017,"fine, find, fine, serve, find, possess, arrest, find, mix, request, give, deter, reduce, give, say, plead, ask, claim, concur, say, guard, order, pay, go, hail, care",,,,,,,,,,
https://www.nyasatimes.com/malawi-police-uproot-405-plants-hemp-northern-region/,www.nyasatimes.com,hemp,"Malawi Police uproot 405 plants of hemp in Northern RegionMay 26, 2017  Taonga Nyirenda & Sara Hara-Mana 4 CommentsMalawi Police in Rumphi have arrested 40 year old James Mfune from Traditional Authority Chikulamayembe in Rumphi for cultivating Indian hemp, which is illegal.
Why me? Chamba farmer in his garden
Senior Superintendent Charles Mpezeni of Rumphi Police Station said police were tipped-off that the suspect was cultivating Indian hemp in his garden, which prompted police investigation.
“We received a tip from well-wishers that someone was cultivating Indian hemp and we organised an operation which led to the arrest of the suspect and the uprooting of 405 plants of cannabis in his garden. The suspect planted Indian hemp on an anthill which was in the middle of his maize field. This is where the plants of cannabis were uprooted,” said Mpezeni.
The police officer said Mfune was arrested on the spot and charged with cultivating Indian hemp contrary to the Dangerous Drugs Act.
“The suspect is in police custody and has been charged with the offence of cultivating Indian hemp, contrary to Regulation 7 of the Dangerous Drugs Act,” he said.
Mfune comes from Chipereka Village in the area of Traditional Authority Chikulamayembe in the district.
Arrests in Lilongwe
In a related development, Police in Lilongwe have arrested two people for being found with a backpack and two expand bags full of Cannabis Sativa.
The two have been identified as 27 year old Vincent Tembo of Kaseleka village T/A Kaomba in Kasungu and 18 year old Yamikani Jenikala of Benjamin village, T/A Nthache also from Kasungu district.
Lilongwe Police Station spokesperson Inspector Kingsley Dandaula said the two were arrested at Bunda roadblock on May 24, 2017.
“Police officers on duty stopped Ulemu Bus registration number BU 4875 travelling to Blantyre. Upon conducting a routine search, they came across a backpack and two suitcases full of Indian hemp. The discovery of the owners of the bags was made following a tip from a well wisher,” said Dandaula.
Dandaula said it is important for the public to be informing the police on criminal activities so that the police may act on the same.
“It is vital to tip police officers on suspicious activities. In this case, if the suspects were not arrested, the hemp would have reached the market and be sold to a lot of people including minors,” explained Dandaula.
The hemp has been sent to Chitedze Research Station for examination. Currently, the two suspects are in custody waiting for trial.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hemp",26/05/2017,"uproot, arrest, cultivate, say, tip, cultivate, prompt, receive, cultivate, organise, lead, plant, uproot, say, say, arrest, charge, cultivate, charge, cultivate, say, come, arrest, find, expand, identify, say, arrest, stop, travel, conduct, come, make, follow, say, say, inform, act, tip, arrest, reach, sell, include, explain, send, wait, care",,,,,,,,,,
https://www.nyasatimes.com/malawi-airport-police-intercepts-ukraine-bound-cannabis/,www.nyasatimes.com,Cannabis,"Malawi airport police intercepts Ukraine bound CannabisFebruary 3, 2017 Malawi News Agency 3 CommentsKamuzu International Airport (KIA) Police says it intercepted two giraffe curios stuffed with Indian Hemp (Chamba) addressed to a recipient in Ukraine.
Siezed items at Kamuzu International Airport
Public Relation Officer for KIA Police, Sgt. Sapulain Chitonde, confirmed the development saying the consignment was sent to Air cargo Offices by one, Robert Ng’ombe, through Limbe Post Office and that the concealed drug was illegally being exported to Nauki, Ukraine.
He said the two giraffe curios weighed 3.5 kg each and that their contents were revealed when two wooden trophies went through screening on X RAY machine at air cargo offices.
However no arrest has been made so far, but the full particulars of the sender are still under investigation.
“Police officers on duty noted that there were some items inside the curios and they immediately informed CID Drug Officers who upon checking confirmed that both curios contained Cannabis sativa,” Chitonde said.
He added that enquiries were underway to trace the culprit and that if arrested the suspect would be charged with Illegal Exportation of Dangerous Drugs (Cannabis sativa) contrary to Section 11(a) as read with Regulation 19 of the Dangerous Drugs Act.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hempKamuzu International Airport",03/02/2017,"bind, say, intercept, stuff, address, confirm, say, send, conceal, export, say, weigh, reveal, go, screen, make, note, be, inform, check, confirm, contain, say, add, trace, arrest, charge, read, care",3.5 kg,2,bags,3.5,,,,Lilongwe City,Transporting,1
https://www.mwnation.com/police-intercept-16-bags-of-chamba/,www.mwnation.com,chamba,"Police intercept 16 bags of chambaby Dyson Mthawanji 17/11/2016 in National News 1 min read
0  Police in Kasungu have arrested Noel Matimati, 25, Andrew Moshe, 29, and Harry Kadzandira, 25, for being found in possession of Indian hemp.
Kasungu Police Station deputy spokesperson Harry Namwaza said police were tipped-off that a minibus travelling from Shayona towards Chasato was suspected to have carried Indian hemp.
Namwaza: We were tipped
Namwaza said: “Police mounted a roadblock along Shayona-Chasato earth road where they managed to intercept a Nissan Vanette registration BU 3907.
“ After searching the vehicle, we found 16 bags of loose cannabis sativa each weighing 50 kilogrammes. The three men were arrested on the spot and charged with being found in possession of Indian hemp without a licence.”
Namwaza said the hemp will be taken to Chitedze Research Station for analysis. The three will appear before court soon when police inquiries are completed
Matimati comes from Lolo Village, Traditional Authority (T/A) Changata in Thyolo, Moshe comes from Chamthunya Village, T/A Nsamala in Balaka while Kadzandira comes from Misi Village, T/A Msakambewa in Dowa. n",17/11/2016,"intercept, read, arrest, find, say, tip, travel, suspect, carry, tip, say, mount, manage, intercept, search, find, weigh, arrest, charge, find, say, take, appear, complete, come, come, come",50 kilogrammes,16,bags,25,,,,,,
